,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
54557,1305,DELMAR LOOP,1305 DELMAR LOOP,11239,Brooklyn,Indoor Sewage,Sewage Odor,2018-01-05,40.649205,-73.88287199999999,Starrett City,canarsie - flatlands
54561,23,CLINTON STREET,23 CLINTON STREET,10002,Manhattan,Indoor Sewage,Sewage Odor,2017-10-14,40.720628000000005,-73.984282,Chinatown,lower east side
54564,8,WEST 118 STREET,8 WEST 118 STREET,10026,Manhattan,Indoor Sewage,Sewage Odor,2018-02-01,40.80222,-73.94612,Central Harlem South,central harlem - morningside heights
54565,1150,COMMONWEALTH AVENUE,1150 COMMONWEALTH AVENUE,10472,Bronx,Indoor Sewage,Sewage Odor,2018-02-20,40.829031,-73.8676,Soundview-Bruckner,pelham - throgs neck
54567,20-23,18 STREET,20-23 18 STREET,11105,Queens,Indoor Sewage,Sewage Odor,2017-07-18,40.785149,-73.914956,Steinway,long island city - astoria
54570,1200,SUTTER AVENUE,1200 SUTTER AVENUE,11208,Brooklyn,Indoor Sewage,Sewage Odor,2018-02-15,40.672509999999996,-73.873671,East New York,east new york
54572,315,EAST 12 STREET,315 EAST 12 STREET,10003,Manhattan,Indoor Sewage,Sewage Odor,2017-04-24,40.730773,-73.985311,East Village,union square - lower east side
54575,20,MONROE STREET,20 MONROE STREET,11238,Brooklyn,Indoor Sewage,Sewage Odor,2017-06-22,40.68458,-73.958229,Clinton Hill,bedford stuyvesant - crown heights
54578,1,ADRIAN AVENUE,1 ADRIAN AVENUE,10463,Bronx,Indoor Sewage,Sewage Odor,2017-10-31,40.875895,-73.912471,Marble Hill-Inwood,kingsbridge - riverdale
54583,83-01,25 AVENUE,83-01 25 AVENUE,11370,Queens,Indoor Sewage,Sewage Odor,2017-06-06,40.763174,-73.885664,Jackson Heights,west queens
54586,530,2 AVENUE,530 2 AVENUE,10016,Manhattan,Indoor Sewage,Sewage Odor,2017-11-06,40.741923,-73.977933,Murray Hill-Kips Bay,gramercy park - murray hill
54587,326,MADISON STREET,326 MADISON STREET,10002,Manhattan,Indoor Sewage,Sewage Odor,2017-11-14,40.713231,-73.983551,Lower East Side,lower east side
54596,2109,GLEASON AVENUE,2109 GLEASON AVENUE,10462,Bronx,Indoor Sewage,Sewage Odor,2018-03-09,40.831618,-73.853321,Westchester-Unionport,pelham - throgs neck
54602,101-25,92 STREET,101-25 92 STREET,11416,Queens,Indoor Sewage,Sewage Odor,2017-10-13,40.683222,-73.848372,Woodhaven,southwest queens
54605,35-24,95 STREET,35-24 95 STREET,11372,Queens,Indoor Sewage,Sewage Odor,2018-02-20,40.752798,-73.872562,Jackson Heights,west queens
54607,144-24,37 AVENUE,144-24 37 AVENUE,11354,Queens,Indoor Sewage,Sewage Odor,2017-04-23,40.763782,-73.822328,Murray Hill,flushing - clearview
54612,534,EAST 14 STREET,534 EAST 14 STREET,10009,Manhattan,Indoor Sewage,Sewage Odor,2017-10-26,40.729786,-73.97885,East Village,union square - lower east side
54615,6116,20 AVENUE,6116 20 AVENUE,11204,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-14,40.618657,-73.98365,Borough Park,borough park
54619,1187,BOSTON ROAD,1187 BOSTON ROAD,10456,Bronx,Indoor Sewage,Sewage Odor,2017-09-26,40.829082,-73.902842,Morrisania-Melrose,high bridge - morrisania
54620,99-03,37 AVENUE,99-03 37 AVENUE,11368,Queens,Indoor Sewage,Sewage Odor,2017-10-17,40.752309999999994,-73.868055,North Corona,west queens
54625,872,HART STREET,872 HART STREET,11237,Brooklyn,Indoor Sewage,Sewage Odor,2018-04-19,40.702638,-73.922036,Bushwick North,williamsburg - bushwick
54636,1314,MERRIAM AVENUE,1314 MERRIAM AVENUE,10452,Bronx,Indoor Sewage,Sewage Odor,2017-09-20,40.840723,-73.926117,Highbridge,high bridge - morrisania
54642,281,DUMONT AVENUE,281 DUMONT AVENUE,11212,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-09,40.664152,-73.908997,Brownsville,bedford stuyvesant - crown heights
54649,1040,ST JOHNS PLACE,1040 ST JOHNS PLACE,11213,Brooklyn,Indoor Sewage,Sewage Odor,2018-01-10,40.671264,-73.943616,Crown Heights North,bedford stuyvesant - crown heights
54666,2160,BOLTON STREET,2160 BOLTON STREET,10462,Bronx,Indoor Sewage,Sewage Odor,2018-04-17,40.855246,-73.868664,Pelham Parkway,pelham - throgs neck
54669,755,10 AVENUE,755 10 AVENUE,10019,Manhattan,Indoor Sewage,Sewage Odor,2017-06-10,40.765461,-73.991235,Clinton,chelsea - clinton
54680,107-16,MURIEL COURT,107-16 MURIEL COURT,11417,Queens,Indoor Sewage,Sewage Odor,2017-11-05,40.677554,-73.832115,South Ozone Park,southwest queens
54681,393,JEROME STREET,393 JEROME STREET,11207,Brooklyn,Indoor Sewage,Sewage Odor,2017-12-05,40.672213,-73.886451,East New York,east new york
54688,521,82 STREET,521 82 STREET,11209,Brooklyn,Indoor Sewage,Sewage Odor,2017-09-30,40.623909000000005,-74.02405300000001,Bay Ridge,bensonhurst - bay ridge
54698,351,4 STREET,351 4 STREET,11215,Brooklyn,Indoor Sewage,Sewage Odor,2017-08-12,40.671595,-73.982527,Park Slope-Gowanus,downtown - heights - slope
54699,525,EAST 82 STREET,525 EAST 82 STREET,10028,Manhattan,Indoor Sewage,Sewage Odor,2017-09-25,40.773031,-73.94824799999999,Yorkville,upper east side
54707,1406,PUTNAM AVENUE,1406 PUTNAM AVENUE,11237,Brooklyn,Indoor Sewage,Sewage Odor,2017-11-01,40.695464,-73.91150400000001,Bushwick North,williamsburg - bushwick
54714,850,MACON STREET,850 MACON STREET,11233,Brooklyn,Indoor Sewage,Sewage Odor,2017-09-04,40.684862,-73.916656,Ocean Hill,bedford stuyvesant - crown heights
54715,1511,DEKALB AVENUE,1511 DEKALB AVENUE,11237,Brooklyn,Indoor Sewage,Sewage Odor,2017-11-19,40.70193,-73.921586,Bushwick North,williamsburg - bushwick
